Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
run_posix_cpu_timers,0.261484,0.0,0.0,100.0,0.0,0.0,0.0,96002880,0,0,0,0,0,7.000000,vmlinux,run_posix_cpu_timers,[Unknown],0xffffffffa7f2f810
scheduler_tick,0.261484,100.0,66.7,100.0,0.0,0.0,0.0,48001440,96002880,0,0,0,0,0.0,vmlinux,scheduler_tick,[Unknown],0xffffffffa7eca6f0
std::__basic_file<char>::seekoff,0.261484,100.0,100.0,0.0,0.0,0.0,0.0,0,240007200,0,0,0,0,0.0,libstdc++.so.6.0.26,"std::__basic_file<char>::seekoff(long, std::_Ios_Seekdir)",[Unknown],0xc6dc0
[sep5],0.235335,0.0,0.0,100.0,0.0,0.0,0.0,864025920,432012960,0,0,48003360,0,7.000000,sep5,[sep5],[Unknown],0x0
__acct_update_integrals,0.235335,0.0,0.0,0.0,0.0,82.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,__acct_update_integrals,[Unknown],0xffffffffa7f7ef80
__bio_try_merge_page,0.235335,-0.0,0.0,0.0,0.0,0.0,0.0,240007200,0,0,0,0,0,9.333333,vmlinux,__bio_try_merge_page,[Unknown],0xffffffffa82a3060
__do_page_cache_readahead,0.235335,-0.0,0.0,0.0,0.0,0.0,0.0,528015840,336010080,0,0,0,0,0.0,vmlinux,__do_page_cache_readahead,[Unknown],0xffffffffa8018410
__do_softirq,0.235335,100.0,0.0,,0.0,,0.0,384011520,96002880,0,0,0,0,7.000000,vmlinux,__do_softirq,[Unknown],0xffffffffa8c00000
__mod_node_page_state,0.235335,0.0,0.0,0.0,0.0,0.0,0.0,576017280,192005760,0,0,0,0,0.0,vmlinux,__mod_node_page_state,[Unknown],0xffffffffa802dcd0
__switch_to,0.235335,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,__switch_to,[Unknown],0xffffffffa7e2d820
calConstantForSecondTerm$omp$parallel_for@91,0.235335,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,calConstantForSecondTerm$omp$parallel_for@91,utilityClusteringFunctions.cpp,0x43e921
mem_cgroup_try_charge_delay,0.235335,100.0,0.0,0.0,0.0,0.0,100.0,0,48001440,0,0,0,0,0.0,vmlinux,mem_cgroup_try_charge_delay,[Unknown],0xffffffffa80a2100
note_gp_changes,0.235335,0.0,100.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,note_gp_changes,[Unknown],0xffffffffa7f134b0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_begin",0.235335,-0.0,0.0,0.0,0.0,0.0,0.0,672020160,0,0,0,0,0,7.000000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_M_begin(void)",stl_tree.h,0x41ffbd
"std::codecvt<char, char, __mbstate_t>::do_encoding",0.235335,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,"std::codecvt<char, char, __mbstate_t>::do_encoding(void) const",[Unknown],0xb2ed0
__free_pages_ok,0.209187,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__free_pages_ok,[Unknown],0xffffffffa800d480
atime_needs_update,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,288008640,48001440,0,0,0,0,10.000000,vmlinux,atime_needs_update,[Unknown],0xffffffffa80d6f30
check_cfs_rq_runtime,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,576017280,48001440,0,0,0,0,0.0,vmlinux,check_cfs_rq_runtime,[Unknown],0xffffffffa7ed3c40
free_unref_page_list,0.209187,-0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,free_unref_page_list,[Unknown],0xffffffffa800f060
idle_cpu,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,8.000000,vmlinux,idle_cpu,[Unknown],0xffffffffa7ecac40
initCommAss$omp$parallel_for@99,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,initCommAss$omp$parallel_for@99,utilityClusteringFunctions.cpp,0x440290
irq_work_tick,0.209187,100.0,100.0,0.0,0.0,100.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,irq_work_tick,[Unknown],0xffffffffa7fc1d00
mem_cgroup_page_lruvec,0.209187,-0.0,0.0,0.0,0.0,0.0,0.0,528015840,0,0,0,0,0,0.0,vmlinux,mem_cgroup_page_lruvec,[Unknown],0xffffffffa80a0c40
reweight_entity,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,96002880,144004320,0,0,0,0,0.0,vmlinux,reweight_entity,[Unknown],0xffffffffa7ed31d0
swapgs_restore_regs_and_return_to_usermode,0.209187,0.0,0.0,,0.0,,0.0,192005760,0,0,0,0,0,7.000000,vmlinux,swapgs_restore_regs_and_return_to_usermode,[Unknown],0xffffffffa8a00974
up_read,0.209187,0.0,0.0,0.0,0.0,0.0,0.0,144004320,96002880,0,0,0,0,0.0,vmlinux,up_read,[Unknown],0xffffffffa7ef0a70
workingset_update_node,0.209187,-0.0,0.0,0.0,0.0,0.0,0.0,0,144004320,0,0,0,0,17.000000,vmlinux,workingset_update_node,[Unknown],0xffffffffa803f330
__kmp_x86_pause,0.183039,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libiomp5.so,__kmp_x86_pause,kmp.h,0x62448
__pthread_enable_asynccancel,0.183039,0.0,0.0,0.0,0.0,0.0,0.0,528015840,192005760,0,0,0,0,0.0,libpthread-2.29.so,__pthread_enable_asynccancel,cancellation.S,0x129e0
_intel_fast_memmove,0.183039,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,_intel_fast_memmove,[Unknown],0x46c0f0
error_entry,0.183039,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,error_entry,[Unknown],0xffffffffa8a01210
get_task_policy.part.35,0.183039,-0.0,0.0,0.0,0.0,0.0,0.0,336010080,0,0,0,0,0,0.0,vmlinux,get_task_policy.part.35,[Unknown],0xffffffffa80741e0
scsi_queue_rq,0.183039,23.3,100.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,scsi_queue_rq,[Unknown],0xffffffffa8529210
__GI___fileno,0.156890,0.0,0.0,8.5,0.0,100.0,0.0,48001440,0,0,0,0,0,0.0,libc-2.29.so,__GI___fileno,fileno.c,0x8a500
__intel_avx_rep_memset,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,__intel_avx_rep_memset,[Unknown],0x471250
__libc_read,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,libpthread-2.29.so,__libc_read,read.c,0x12d50
__x64_sys_lseek,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__x64_sys_lseek,[Unknown],0xffffffffa80b4550
aa_file_perm,0.156890,0.0,0.0,,0.0,,0.0,96002880,96002880,0,0,0,0,8.500000,vmlinux,aa_file_perm,[Unknown],0xffffffffa8270a00
alloc_pages_vma,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,48001440,96002880,0,0,0,0,0.0,vmlinux,alloc_pages_vma,[Unknown],0xffffffffa80775d0
clockevents_program_event,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,clockevents_program_event,[Unknown],0xffffffffa7f31fc0
free_pcppages_bulk,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,8.000000,vmlinux,free_pcppages_bulk,[Unknown],0xffffffffa800d780
generic_file_read_iter,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,7.500000,vmlinux,generic_file_read_iter,[Unknown],0xffffffffa80070d0
kmp_basic_flag_native<unsigned long long>::notdone_check,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,6.925373,libiomp5.so,kmp_basic_flag_native<unsigned long long>::notdone_check(void),kmp_wait_release.h,0x6253a
kobject_get,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,kobject_get,[Unknown],0xffffffffa882c610
page_mapping,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,7.000000,vmlinux,page_mapping,[Unknown],0xffffffffa802cde0
perf_event_task_tick,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,perf_event_task_tick,[Unknown],0xffffffffa7ff19d0
policy_nodemask,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,144004320,144004320,0,0,0,0,0.0,vmlinux,policy_nodemask,[Unknown],0xffffffffa8074260
rcu_core,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rcu_core,[Unknown],0xffffffffa7f140e0
rcu_jiffies_till_stall_check,0.156890,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,rcu_jiffies_till_stall_check,[Unknown],0xffffffffa7f0ee90
scsi_mq_get_budget,0.156890,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,scsi_mq_get_budget,[Unknown],0xffffffffa8528110
"std::_Vector_base<double, std::allocator<double>>::_M_deallocate",0.156890,0.0,0.0,0.0,0.0,0.0,0.0,1728051840,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_deallocate(double*, unsigned long)",stl_vector.h,0x43315a
"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl",0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,288008640,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_Vector_impl::_Vector_impl(void)",stl_vector.h,0x423190
update_blocked_averages,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,update_blocked_averages,[Unknown],0xffffffffa7ed25a0
xa_load,0.156890,-0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,xa_load,[Unknown],0xffffffffa883a430
"__gnu_cxx::operator-<double*, std::vector<double, std::allocator<double>>>",0.130742,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>>::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double>>>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>> const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double>>> const&)",stl_iterator.h,0x43f235
__inc_node_state,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,384011520,96002880,0,0,0,0,0.0,vmlinux,__inc_node_state,[Unknown],0xffffffffa802f9d0
__kmp_yield,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libiomp5.so,__kmp_yield,z_Linux_util.cpp,0xeb370
blk_rq_map_sg,0.130742,-0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,blk_rq_map_sg,[Unknown],0xffffffffa82b0d70
io_schedule,0.130742,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,io_schedule,[Unknown],0xffffffffa7ecb3a0
kmp_basic_flag_native<unsigned long long>::notdone_check,0.130742,,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,6.971429,libiomp5.so,kmp_basic_flag_native<unsigned long long>::notdone_check(void),kmp_wait_release.h,0x630b3
load_balance,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,load_balance,[Unknown],0xffffffffa7ed9bc0
memcg_check_events,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,240007200,48001440,0,0,0,0,0.0,vmlinux,memcg_check_events,[Unknown],0xffffffffa809de40
nohz_balance_exit_idle,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,nohz_balance_exit_idle,[Unknown],0xffffffffa7edb400
page_cache_async_readahead,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_cache_async_readahead,[Unknown],0xffffffffa80188a0
"std::_Vector_base<double, std::allocator<double>>::_M_allocate",0.130742,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"std::_Vector_base<double, std::allocator<double>>::_M_allocate(unsigned long)",stl_vector.h,0x43f224
touch_atime,0.130742,-0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,touch_atime,[Unknown],0xffffffffa80d7010
update_load_avg,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,48001440,144004320,0,0,0,0,7.000000,vmlinux,update_load_avg,[Unknown],0xffffffffa7ed10d0
wbt_wait,0.130742,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,wbt_wait,[Unknown],0xffffffffa82da5c0
__bitmap_and,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__bitmap_and,[Unknown],0xffffffffa82e4590
__blk_mq_sched_bio_merge,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,__blk_mq_sched_bio_merge,[Unknown],0xffffffffa82bbf80
__hrtimer_get_next_event,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,240007200,48001440,0,0,0,0,0.0,vmlinux,__hrtimer_get_next_event,[Unknown],0xffffffffa7f22e70
account_entity_enqueue,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,account_entity_enqueue,[Unknown],0xffffffffa7ed2430
blk_queue_split,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,192005760,0,0,0,0,0,0.0,vmlinux,blk_queue_split,[Unknown],0xffffffffa82b06e0
blkg_lookup_create,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blkg_lookup_create,[Unknown],0xffffffffa82cfc40
ext4_es_lookup_extent,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,15.000000,vmlinux,ext4_es_lookup_extent,[Unknown],0xffffffffa8169760
find_next_and_bit,0.104594,0.0,0.0,0.0,,,0.0,0,0,0,0,0,0,0.0,vmlinux,find_next_and_bit,[Unknown],0xffffffffa82ec1e0
finish_task_switch,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,144004320,0,0,0,0,0,0.0,vmlinux,finish_task_switch,[Unknown],0xffffffffa7ec4db0
free_pages_and_swap_cache,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_pages_and_swap_cache,[Unknown],0xffffffffa8062ed0
page_remove_rmap,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,page_remove_rmap,[Unknown],0xffffffffa8059db0
pci_mmcfg_read,0.104594,100.0,100.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pci_mmcfg_read,[Unknown],0xffffffffa869ab90
pmd_page_vaddr,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pmd_page_vaddr,[Unknown],0xffffffffa8043580
radix_tree_node_ctor,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,radix_tree_node_ctor,[Unknown],0xffffffffa882f3c0
rebalance_domains,0.104594,0.0,0.0,0.0,0.0,100.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,rebalance_domains,[Unknown],0xffffffffa7eda6c0
rw_verify_area,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,rw_verify_area,[Unknown],0xffffffffa80b45d0
should_fail_alloc_page,0.104594,,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,should_fail_alloc_page,[Unknown],0xffffffffa800bfb0
std::__basic_file<char>::fd,0.104594,-0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,0.0,libstdc++.so.6.0.26,std::__basic_file<char>::fd(void),[Unknown],0xc6be0
"std::basic_ios<char, std::char_traits<char>>::clear",0.104594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libstdc++.so.6.0.26,"std::basic_ios<char, std::char_traits<char>>::clear(std::_Ios_Iostate)",[Unknown],0x10d400
sysmalloc,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,libc-2.29.so,sysmalloc,malloc.c,0x95d90
update_sd_lb_stats,0.104594,0.0,0.0,0.0,0.0,0.0,0.0,96002880,0,0,0,0,0,0.0,vmlinux,update_sd_lb_stats,[Unknown],0xffffffffa7ed8eb0
update_vsyscall,0.104594,0.0,0.0,100.0,0.0,100.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,update_vsyscall,[Unknown],0xffffffffa7e04ba0
__get_vma_policy,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,__get_vma_policy,[Unknown],0xffffffffa8077150
"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr",0.078445,51.5,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,"__gnu_cxx::__aligned_membuf<std::pair<long const, long>>::_M_addr(void)",aligned_buffer.h,0x433031
__inc_node_page_state,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,144004320,48001440,0,0,0,0,0.0,vmlinux,__inc_node_page_state,[Unknown],0xffffffffa802fa30
account_process_tick,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,96002880,48001440,0,0,0,0,0.0,vmlinux,account_process_tick,[Unknown],0xffffffffa7ecd360
ahci_qc_prep,0.078445,,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,libahci,ahci_qc_prep,[Unknown],0x21f0
available_idle_cpu,0.078445,100.0,0.0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,available_idle_cpu,[Unknown],0xffffffffa7ecac90
blk_mq_flush_plug_list,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_flush_plug_list,[Unknown],0xffffffffa82b7a30
blk_mq_get_tag,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_get_tag,[Unknown],0xffffffffa82b9ea0
free_perturb,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,free_perturb,malloc.c,0x95291
func@0x404030,0.078445,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,func@0x404030,[Unknown],0x404030
func@0x951e0,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,144004320,0,0,0,0,0,0.0,libstdc++.so.6.0.26,func@0x951e0,[Unknown],0x951e0
generic_file_llseek_size,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,7.000000,vmlinux,generic_file_llseek_size,[Unknown],0xffffffffa80b2fb0
kmem_cache_alloc,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,96002880,0,0,0,0,0.0,vmlinux,kmem_cache_alloc,[Unknown],0xffffffffa8082310
kthread_blkcg,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,144004320,0,0,0,0,0,0.0,vmlinux,kthread_blkcg,[Unknown],0xffffffffa7ebcd80
ktime_get_coarse_real_ts64,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,144004320,0,0,0,0,0,0.0,vmlinux,ktime_get_coarse_real_ts64,[Unknown],0xffffffffa7f24eb0
lru_cache_add_active_or_unevictable,0.078445,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,lru_cache_add_active_or_unevictable,[Unknown],0xffffffffa801af60
page_poisoning_enabled,0.078445,,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,page_poisoning_enabled,[Unknown],0xffffffffa807e330
propagate_protected_usage,0.078445,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,vmlinux,propagate_protected_usage,[Unknown],0xffffffffa8099c90
rb_erase,0.078445,0.0,0.0,,,,0.0,0,0,0,0,0,0,0.0,vmlinux,rb_erase,[Unknown],0xffffffffa8830820
sched_clock_tick,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,sched_clock_tick,[Unknown],0xffffffffa7eccea0
sd_init_command,0.078445,-0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,sd_init_command,[Unknown],0xffffffffa85385e0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left",0.078445,0.0,0.0,0.0,0.0,0.0,0.0,960028800,0,0,0,0,0,37.500000,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left(std::_Rb_tree_node_base*)",stl_tree.h,0x41fa1e
unmap_page_range,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,unmap_page_range,[Unknown],0xffffffffa8045c80
update_process_times,0.078445,0.0,0.0,0.0,0.0,0.0,0.0,0,96002880,0,0,0,0,0.0,vmlinux,update_process_times,[Unknown],0xffffffffa7f22870
vmacache_find,0.078445,100.0,100.0,0.0,0.0,0.0,0.0,96002880,48001440,0,0,0,0,0.0,vmlinux,vmacache_find,[Unknown],0xffffffffa803d720
__accumulate_pelt_segments,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,__accumulate_pelt_segments,[Unknown],0xffffffffa7ee77d0
__f_unlock_pos,0.052297,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__f_unlock_pos,[Unknown],0xffffffffa80d8e70
__hrtimer_next_event_base,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,__hrtimer_next_event_base,[Unknown],0xffffffffa7f22d90
__note_gp_changes,0.052297,-0.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__note_gp_changes,[Unknown],0xffffffffa7f13380
__page_cache_alloc,0.052297,-0.0,0.0,0.0,0.0,0.0,0.0,144004320,48001440,0,0,0,0,0.0,vmlinux,__page_cache_alloc,[Unknown],0xffffffffa8001d50
activate_task,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,activate_task,[Unknown],0xffffffffa7ec7de0
ahci_qc_issue,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,libahci,ahci_qc_issue,[Unknown],0x1b50
alloc_perturb,0.052297,-0.0,0.0,0.0,0.0,0.0,0.0,384011520,0,0,0,0,0,31.250000,libc-2.29.so,alloc_perturb,malloc.c,0x96860
apparmor_file_permission,0.052297,,,0.0,0.0,0.0,0.0,0,144004320,0,0,0,0,0.0,vmlinux,apparmor_file_permission,[Unknown],0xffffffffa826d1c0
ata_qc_issue,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,6.500000,vmlinux,ata_qc_issue,[Unknown],0xffffffffa8544f70
ata_std_qc_defer,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,vmlinux,ata_std_qc_defer,[Unknown],0xffffffffa8541740
ata_tf_to_fis,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,ata_tf_to_fis,[Unknown],0xffffffffa85410f0
blk_account_io_start,0.052297,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_account_io_start,[Unknown],0xffffffffa82abe20
blk_mq_get_request,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,96002880,0,0,0,0,0.0,vmlinux,blk_mq_get_request,[Unknown],0xffffffffa82b4f10
blk_mq_make_request,0.052297,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_make_request,[Unknown],0xffffffffa82b7240
blk_throtl_bio,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_throtl_bio,[Unknown],0xffffffffa82d3a50
blkg_lookup_slowpath,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blkg_lookup_slowpath,[Unknown],0xffffffffa82cdbe0
cpu_load_update,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,192005760,48001440,0,0,0,0,0.0,vmlinux,cpu_load_update,[Unknown],0xffffffffa7ecefc0
cpus_share_cache,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,cpus_share_cache,[Unknown],0xffffffffa7ec9b80
current_time,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,192005760,0,0,0,0,8.000000,vmlinux,current_time,[Unknown],0xffffffffa80d4ed0
dd_dispatch_request,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,dd_dispatch_request,[Unknown],0xffffffffa82d5560
dequeue_task_fair,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,48001440,0,0,0,0,0.0,vmlinux,dequeue_task_fair,[Unknown],0xffffffffa7ed4f20
displayGraphCharacteristics,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,driverForGraphClustering,displayGraphCharacteristics(graph*),utilityFunctions.cpp,0x44e820
do_huge_pmd_anonymous_page,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,do_huge_pmd_anonymous_page,[Unknown],0xffffffffa8090440
free_unref_page_commit,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,48001440,0,0,0,0,0.0,vmlinux,free_unref_page_commit,[Unknown],0xffffffffa800ded0
func@0x84fe0,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,384011520,384011520,0,0,0,0,0.0,libittnotify_collector.so,func@0x84fe0,[Unknown],0x84fe0
func@0x95c10,0.052297,0.0,0.0,0.0,0.0,0.0,0.0,48001440,0,0,0,0,0,0.0,libstdc++.so.6.0.26,func@0x95c10,[Unknown],0x95c10
