Function,Hardware Event Count:INST_RETIRED.ANY,Hardware Event Count:CPU_CLK_UNHALTED.THREAD,Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC,Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK,Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE,Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.ALL_STORES_PS,Hardware Event Count:MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Hardware Event Count:OCR.ALL_READS.L3_MISS_LOCAL_DRAM.ANY_SNOOP,Hardware Event Count:OCR.ALL_READS.L3_MISS_REMOTE_HOP1_DRAM.ANY_SNOOP,Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_L3_MISS,Hardware Event Count:CYCLE_ACTIVITY.STALLS_MEM_ANY,Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT,Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE,Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT,Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE,Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES,Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4_PS,Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE,Hardware Event Count:INT_MISC.RECOVERY_CYCLES,Hardware Event Count:L1D_PEND_MISS.FB_FULL:cmask=1,Hardware Event Count:L1D_PEND_MISS.PENDING,Hardware Event Count:L2_RQSTS.RFO_HIT,Hardware Event Count:LD_BLOCKS.NO_SR,Hardware Event Count:LD_BLOCKS.STORE_FORWARD,Hardware Event Count:LD_BLOCKS_PARTIAL.ADDRESS_ALIAS,Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS_PS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT_PS,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.LOCAL_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_DRAM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_FWD,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_HITM_PS,Hardware Event Count:MEM_LOAD_L3_MISS_RETIRED.REMOTE_PMM_PS,Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT_PS,Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS_PS,Hardware Event Count:MEM_LOAD_RETIRED.LOCAL_PMM_PS,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_DATA_RD.L3_HIT.HIT_OTHER_CORE_FWD,Hardware Event Count:OCR.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.DEMAND_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OCR.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE,Hardware Event Count:OCR.PF_L2_RFO.L3_MISS.REMOTE_HITM,Hardware Event Count:OFFCORE_REQUESTS_BUFFER.SQ_FULL,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,Hardware Event Count:UOPS_ISSUED.ANY,Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS,Hardware Event Count:Total_Latency_MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4,Module,Function (Full),Source File,Start Address
rcu_sched_clock_irq,720043200,7920475200,6300378000,96002880,0,288008640,0,9602880,0,0,9600014080,3840005632,11520016896,3840005632,3840005632,0,864025920,0,0,0,960001408,0,0,0,2880004224,0,0,17280025344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288008640,0,48001440,0,0,96006720,0,0,0,0,0,0,0,0,0,8640012672,0,1920002816,960001408,2909672640,vmlinux,rcu_sched_clock_irq,[Unknown],0xffffffff94f14a20
run_posix_cpu_timers,720043200,2160129600,1800108000,48001440,0,432012960,96002880,0,0,0,5760008448,0,1920002816,1920002816,960001408,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,960001408,960001408,960001408,960001408,0,vmlinux,run_posix_cpu_timers,[Unknown],0xffffffff94f2f810
smp_apic_timer_interrupt,720043200,5760345600,4140248400,48001440,0,144004320,96002880,4801440,0,0,1920002816,960001408,1920002816,960001408,1920002816,0,720021600,0,336010080,960001408,0,0,0,0,7680011264,0,0,5760008448,0,0,0,0,0,0,0,0,0,0,0,0,96006720,0,0,0,0,0,0,48001440,0,24010080,0,0,0,0,0,0,0,0,960001408,0,3840005632,2880004224,0,3840005632,1344403200,vmlinux,smp_apic_timer_interrupt,[Unknown],0xffffffff95a024e0
tlb_is_not_lazy,720043200,3120187200,2520151200,48001440,0,0,0,0,0,0,3840005632,2880004224,960001408,1920002816,1920002816,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,0,960001408,0,0,vmlinux,tlb_is_not_lazy,[Unknown],0xffffffff94e83870
__libc_read,540032400,1200072000,2160129600,0,48001440,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,1920002816,0,libpthread-2.29.so,__libc_read,read.c,0x12d80
__remove_hrtimer,540032400,480028800,0,0,0,144004320,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96006720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,vmlinux,__remove_hrtimer,[Unknown],0xffffffff94f22f70
__x64_sys_lseek,540032400,480028800,540032400,0,0,0,96002880,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,48003360,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,vmlinux,__x64_sys_lseek,[Unknown],0xffffffff950b4550
__x64_sys_read,540032400,480028800,900054000,0,0,0,96002880,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,vmlinux,__x64_sys_read,[Unknown],0xffffffff950b6c50
aa_file_perm,540032400,240014400,540032400,0,0,288008640,0,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,43212960,vmlinux,aa_file_perm,[Unknown],0xffffffff95270a00
account_process_tick,540032400,480028800,360021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,account_process_tick,[Unknown],0xffffffff94ecd360
apparmor_file_permission,540032400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,apparmor_file_permission,[Unknown],0xffffffff9526d1c0
call_function_interrupt,540032400,17281036800,12420745200,288008640,0,0,0,0,0,0,24960036608,4800007040,2880004224,2880004224,5760008448,0,1824054720,0,336010080,960001408,1920002816,0,960001408,0,3840005632,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,2880004224,7680011264,0,vmlinux,call_function_interrupt,[Unknown],0xffffffff95a01b20
copyout,540032400,480028800,720043200,0,48001440,720021600,0,9602880,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,96001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,67220160,vmlinux,copyout,[Unknown],0xffffffff952e76b0
cpu_load_update_active,540032400,1200072000,900054000,0,0,144004320,0,4801440,0,0,3840005632,1920002816,960001408,0,1920002816,0,0,0,0,0,0,0,0,0,960001408,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,1920002816,43212960,vmlinux,cpu_load_update_active,[Unknown],0xffffffff94ed8bd0
find_next_bit,540032400,240014400,180010800,0,0,288008640,0,4801440,0,0,1920002816,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,33610080,vmlinux,find_next_bit,[Unknown],0xffffffff952ec360
flush_tlb_func_remote,540032400,4320259200,1980118800,0,0,0,0,4801440,0,0,0,0,1920002816,0,1920002816,0,1296038880,0,0,0,960001408,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48003360,0,0,0,0,0,0,0,0,0,1920002816,0,0,960001408,33610080,vmlinux,flush_tlb_func_remote,[Unknown],0xffffffff94e84330
generic_file_read_iter,540032400,240014400,360021600,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,0,vmlinux,generic_file_read_iter,[Unknown],0xffffffff950070d0
hrtimer_interrupt,540032400,8880532800,6660399600,144004320,0,720021600,192005760,4801440,96002880,0,13440019712,2880004224,4800007040,3840005632,2880004224,0,1104033120,0,96002880,1920002816,0,0,0,0,7680011264,0,0,19200028160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,48001440,0,0,48003360,0,0,0,0,0,0,0,0,2880004224,4800007040,1920002816,1920002816,0,1286785920,vmlinux,hrtimer_interrupt,[Unknown],0xffffffff94f23c70
irq_exit,540032400,2400144000,360021600,0,0,576017280,288008640,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,43212960,vmlinux,irq_exit,[Unknown],0xffffffff94e9d190
irq_work_run_list,540032400,1680100800,2340140400,48001440,0,288008640,96002880,0,0,0,1920002816,960001408,960001408,0,1920002816,0,0,0,0,0,0,0,0,0,960001408,0,0,3840005632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144004320,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,0,vmlinux,irq_work_run_list,[Unknown],0xffffffff94fc1a60
llist_reverse_order,540032400,7440446400,5760345600,48001440,0,0,96002880,0,0,0,7680011264,3840005632,3840005632,7680011264,3840005632,0,336010080,0,0,0,0,0,0,0,4800007040,0,0,7680011264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,48003360,0,0,0,0,0,0,0,0,960001408,5760008448,0,1920002816,0,0,vmlinux,llist_reverse_order,[Unknown],0xffffffff952ec4a0
mem_cgroup_from_task,540032400,240014400,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,960001408,0,vmlinux,mem_cgroup_from_task,[Unknown],0xffffffff9509a020
mem_cgroup_try_charge,540032400,3360201600,360021600,48001440,0,144004320,288008640,4801440,0,0,3840005632,0,0,0,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2880004224,0,0,33610080,vmlinux,mem_cgroup_try_charge,[Unknown],0xffffffff950a1f70
memcg_check_events,540032400,0,180010800,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,vmlinux,memcg_check_events,[Unknown],0xffffffff9509de40
run_local_timers,540032400,7680460800,6300378000,0,0,288008640,0,0,0,0,7680011264,5760008448,3840005632,3840005632,6720009856,0,48001440,0,0,0,0,0,0,0,0,0,0,3840005632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840005632,0,0,960001408,0,vmlinux,run_local_timers,[Unknown],0xffffffff94f22820
sched_clock,540032400,1440086400,1080064800,0,0,720021600,96002880,9602880,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,96006720,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,76823040,vmlinux,sched_clock,[Unknown],0xffffffff94e39a60
scheduler_tick,540032400,2160129600,2160129600,0,0,288008640,768023040,4801440,0,0,1920002816,2880004224,1920002816,960001408,3840005632,0,96002880,0,0,960001408,0,0,0,48003360,0,0,0,7680011264,0,0,0,0,0,0,0,0,0,9605280,0,0,0,0,0,0,0,0,0,0,0,24010080,0,0,0,0,0,0,0,0,0,960001408,1920002816,0,0,0,33610080,vmlinux,scheduler_tick,[Unknown],0xffffffff94eca6f0
"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left",540032400,960057600,900054000,0,0,6624198720,0,91227360,0,0,1920002816,0,0,0,0,0,0,0,0,960001408,960001408,0,0,0,960001408,960001408,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336010080,7680011264,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,652995840,driverForGraphClustering,"std::_Rb_tree<long, std::pair<long const, long>, std::_Select1st<std::pair<long const, long>>, std::less<long>, std::allocator<std::pair<long const, long>>>::_S_left(std::_Rb_tree_node_base*)",stl_tree.h,0x41face
"std::basic_filebuf<char, std::char_traits<char>>::_M_terminate_output",540032400,960057600,180010800,0,48001440,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::_M_terminate_output(void)",[Unknown],0x104c90
"std::basic_filebuf<char, std::char_traits<char>>::underflow",540032400,1200072000,0,0,0,576017280,96002880,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,33610080,libstdc++.so.6.0.26,"std::basic_filebuf<char, std::char_traits<char>>::underflow(void)",[Unknown],0x103090
"std::basic_ios<char, std::char_traits<char>>::clear",540032400,720043200,360021600,0,0,144004320,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libstdc++.so.6.0.26,"std::basic_ios<char, std::char_traits<char>>::clear(std::_Ios_Iostate)",[Unknown],0x10d400
sync_regs,540032400,960057600,1080064800,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,432012960,0,0,0,0,0,2880004224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,vmlinux,sync_regs,[Unknown],0xffffffff94e2f3b0
timerqueue_add,540032400,1920115200,180010800,0,0,288008640,288008640,0,0,0,1920002816,0,0,960001408,0,0,48001440,0,0,0,960001408,0,960001408,48003360,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,vmlinux,timerqueue_add,[Unknown],0xffffffff95834f90
touch_atime,540032400,0,180010800,0,48001440,0,0,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43212960,vmlinux,touch_atime,[Unknown],0xffffffff950d7010
update_cfs_group,540032400,15840950400,9540572400,144004320,48001440,1008030240,0,0,0,0,9600014080,10560015488,7680011264,960001408,11520016896,0,624018720,0,0,0,1920002816,0,0,0,1920002816,0,0,9600014080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,0,24010080,0,0,0,0,0,0,0,0,0,0,8640012672,0,5760008448,960001408,0,vmlinux,update_cfs_group,[Unknown],0xffffffff94ed3380
vfs_read,540032400,1680100800,1260075600,48001440,0,432012960,384011520,14404320,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,48003360,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,105631680,vmlinux,vfs_read,[Unknown],0xffffffff950b67d0
workingset_update_node,540032400,240014400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,workingset_update_node,[Unknown],0xffffffff9503f330
__do_page_cache_readahead,360021600,240014400,0,48001440,0,432012960,96002880,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610080,vmlinux,__do_page_cache_readahead,[Unknown],0xffffffff95018410
__do_page_fault,360021600,1200072000,900054000,0,0,144004320,192005760,4801440,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610080,vmlinux,__do_page_fault,[Unknown],0xffffffff94e7c190
__hrtimer_get_next_event,360021600,720043200,720043200,0,0,144004320,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,vmlinux,__hrtimer_get_next_event,[Unknown],0xffffffff94f22e70
__kmp_x86_pause,360021600,1440086400,360021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,3888272160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,libiomp5.so,__kmp_x86_pause,kmp.h,0x62fc5
__page_cache_alloc,360021600,0,0,0,0,144004320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,__page_cache_alloc,[Unknown],0xffffffff95001d50
_raw_spin_lock_irqsave,360021600,3360201600,3600216000,0,0,0,384011520,0,0,0,0,960001408,0,960001408,1920002816,0,336010080,0,0,0,0,0,0,0,1920002816,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,3840005632,960001408,0,0,vmlinux,_raw_spin_lock_irqsave,[Unknown],0xffffffff95850390
account_entity_dequeue,360021600,3120187200,4500270000,48001440,0,144004320,0,0,0,0,1920002816,3840005632,960001408,2880004224,6720009856,0,0,0,0,0,0,0,0,0,1920002816,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24010080,0,0,0,0,0,0,0,0,0,0,2880004224,960001408,1920002816,0,0,vmlinux,account_entity_dequeue,[Unknown],0xffffffff94ed24f0
alloc_pages_vma,360021600,240014400,0,0,0,0,192005760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,alloc_pages_vma,[Unknown],0xffffffff950775d0
apic_timer_interrupt,360021600,22561353600,15840950400,240007200,0,0,0,0,0,0,17280025344,14400021120,10560015488,2880004224,10560015488,0,4128123840,0,384011520,1920002816,0,0,960001408,0,3840005632,0,0,7680011264,96001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,8640012672,3840005632,1920002816,2880004224,0,vmlinux,apic_timer_interrupt,[Unknown],0xffffffff95a01a60
clear_subpage,360021600,1200072000,180010800,0,0,0,0,0,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,vmlinux,clear_subpage,[Unknown],0xffffffff95043800
clockevents_program_event,360021600,1200072000,360021600,0,0,144004320,0,0,0,0,1920002816,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,960001408,0,vmlinux,clockevents_program_event,[Unknown],0xffffffff94f31fc0
current_time,360021600,240014400,180010800,0,0,0,96002880,14404320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,115234560,vmlinux,current_time,[Unknown],0xffffffff950d4ed0
ext4_llseek,360021600,720043200,540032400,0,0,0,96002880,4801440,0,0,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,48001440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,33610080,vmlinux,ext4_llseek,[Unknown],0xffffffff9516a230
free_pages_and_swap_cache,360021600,480028800,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,24010080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,free_pages_and_swap_cache,[Unknown],0xffffffff95062ed0
free_unref_page_commit,360021600,0,180010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,free_unref_page_commit,[Unknown],0xffffffff9500ded0
free_unref_page_list,360021600,0,540032400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96002880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vmlinux,free_unref_page_list,[Unknown],0xffffffff9500f060
free_unref_page_prepare.part.74,360021600,240014400,540032400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,0,0,0,vmlinux,free_unref_page_prepare.part.74,[Unknown],0xffffffff9500c930
func@0x951e0,360021600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libstdc++.so.6.0.26,func@0x951e0,[Unknown],0x951e0
func@0x98410,360021600,240014400,0,0,0,0,0,4801440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33610080,libstdc++.so.6.0.26,func@0x98410,[Unknown],0x98410
get_mem_cgroup_from_mm,360021600,2640158400,1080064800,0,96002880,0,0,0,0,0,1920002816,0,960001408,0,960001408,0,192005760,0,0,0,0,0,0,0,0,0,1920002816,1920002816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48001440,0,0,0,0,0,0,0,0,0,0,0,0,960001408,0,960001408,0,vmlinux,get_mem_cgroup_from_mm,[Unknown],0xffffffff9509b5c0
