Function,CPU Time,Memory Bound(%),Memory Bound:L1 Bound(%),Memory Bound:L2 Bound(%),Memory Bound:L3 Bound(%),Memory Bound:DRAM Bound(%),Memory Bound:Store Bound(%),Loads,Stores,LLC Miss Count,LLC Miss Count:Local DRAM Access Count,LLC Miss Count:Remote DRAM Access Count,LLC Miss Count:Remote Cache Access Count,Average Latency (cycles),Module,Function (Full),Source File,Start Address
"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::Graph<std::basic_ifstream<char, std::char_traits<char>>>",0.348650,,0.0,0.0,0.0,0.0,0.0,2520075600,0,0,0,0,0,0.0,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::Graph<std::basic_ifstream<char, std::char_traits<char>>>(std::basic_ifstream<char, std::char_traits<char>>&)",graph.h,0x518e0
rwsem_down_read_failed,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,rwsem_down_read_failed,[Unknown],0xffffffffa864e5a0
select_task_rq_fair,0.348650,100.0,0.0,100.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,select_task_rq_fair,[Unknown],0xffffffffa7ccf640
smp_call_function_interrupt,0.348650,,,,,,0.0,0,140004200,0,0,0,0,0.0,vmlinux,smp_call_function_interrupt,[Unknown],0xffffffffa8802340
unlock_page,0.348650,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,unlock_page,[Unknown],0xffffffffa7e01b00
vmacache_find,0.348650,-0.0,0.0,0.0,0.0,0.0,0.0,560016800,0,0,0,0,0,0.0,vmlinux,vmacache_find,[Unknown],0xffffffffa7e3d720
_ZN7ripples9partitionIN9__gnu_cxx17__normal_iteratorIPSt6vectorIjSaIjEES3_IS5_SaIS5_EEEEZNS_28CPUFindMostInfluentialWorkerINS_5GraphIjNS_19WeightedDestinationIjfEENS_17BackwardDirectionIjEEEEE14UpdateCountersEjEUlRKS5_E_EET_SL_SL_T0_m._omp_fn.9,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,imm,_ZN7ripples9partitionIN9__gnu_cxx17__normal_iteratorIPSt6vectorIjSaIjEES3_IS5_SaIS5_EEEEZNS_28CPUFindMostInfluentialWorkerINS_5GraphIjNS_19WeightedDestinationIjfEENS_17BackwardDirectionIjEEEEE14UpdateCountersEjEUlRKS5_E_EET_SL_SL_T0_m._omp_fn.9,partition.h,0x17110
__calc_delta,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__calc_delta,[Unknown],0xffffffffa7ccdda0
__dec_node_page_state,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__dec_node_page_state,[Unknown],0xffffffffa7e2fb70
__hrtimer_next_event_base,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,420012600,140004200,0,0,0,0,7.000000,vmlinux,__hrtimer_next_event_base,[Unknown],0xffffffffa7d22d90
__zone_watermark_ok,0.261488,-0.0,0.0,0.0,100.0,0.0,0.0,700021000,0,0,0,0,0,0.0,vmlinux,__zone_watermark_ok,[Unknown],0xffffffffa7e0f1f0
account_process_tick,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,account_process_tick,[Unknown],0xffffffffa7ccd360
alloc_pages_vma,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,840025200,0,0,0,0,0.0,vmlinux,alloc_pages_vma,[Unknown],0xffffffffa7e775d0
do_huge_pmd_anonymous_page,0.261488,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,do_huge_pmd_anonymous_page,[Unknown],0xffffffffa7e90440
error_exit,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,error_exit,[Unknown],0xffffffffa8801310
find_get_entry,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,find_get_entry,[Unknown],0xffffffffa7e04140
find_next_and_bit,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,find_next_and_bit,[Unknown],0xffffffffa80ec1e0
free_pcp_prepare,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_pcp_prepare,[Unknown],0xffffffffa7e0cd10
func@0xa460,0.261488,,100.0,0.0,0.0,0.0,0.0,1680050400,0,0,0,0,0,25.000000,imm,func@0xa460,[Unknown],0xa460
func@0xa470,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,4480134400,0,0,0,0,0,11.500000,imm,func@0xa470,[Unknown],0xa470
get_max_fast,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,get_max_fast,malloc.c,0x9670a
irq_work_tick,0.261488,0.0,0.0,100.0,100.0,0.0,0.0,140004200,0,0,140009800,0,0,0.0,vmlinux,irq_work_tick,[Unknown],0xffffffffa7dc1d00
kmem_cache_free,0.261488,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,kmem_cache_free,[Unknown],0xffffffffa7e83cc0
lapic_next_deadline,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,lapic_next_deadline,[Unknown],0xffffffffa7c62aa0
native_apic_mem_write,0.261488,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,native_apic_mem_write,[Unknown],0xffffffffa7c69950
prepend_path.isra.3,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,prepend_path.isra.3,[Unknown],0xffffffffa7eefe90
"std::__chunk_insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, __gnu_cxx::__ops::_Iter_less_iter>",0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"void std::__chunk_insertion_sort<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, long, __gnu_cxx::__ops::_Iter_less_iter)",stl_algo.h,0xf33b
strncpy,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,strncpy,[Unknown],0xffffffffa86344c0
tlb_is_not_lazy,0.261488,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,tlb_is_not_lazy,[Unknown],0xffffffffa7c83870
update_process_times,0.261488,-0.0,0.0,0.0,0.0,0.0,0.0,0,560016800,0,0,0,0,0.0,vmlinux,update_process_times,[Unknown],0xffffffffa7d22870
__GI___call_tls_dtors,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,__GI___call_tls_dtors,cxa_thread_atexit_impl.c,0x47ba0
__activate_page,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__activate_page,[Unknown],0xffffffffa7e196d0
__d_lookup,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__d_lookup,[Unknown],0xffffffffa7ed3ef0
__delete_from_swap_cache,0.174325,,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__delete_from_swap_cache,[Unknown],0xffffffffa7e62b50
__kmalloc_node,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__kmalloc_node,[Unknown],0xffffffffa7e82d50
__lll_lock_wait_private,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,__lll_lock_wait_private,lowlevellock.S,0x12bd80
__lru_cache_add,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,7.000000,vmlinux,__lru_cache_add,[Unknown],0xffffffffa7e1aba0
__mem_cgroup_threshold,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__mem_cgroup_threshold,[Unknown],0xffffffffa7e9dcf0
__memcg_kmem_charge,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__memcg_kmem_charge,[Unknown],0xffffffffa7ea1730
__radix_tree_lookup,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__radix_tree_lookup,[Unknown],0xffffffffa862ffc0
__rb_insert_augmented,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__rb_insert_augmented,[Unknown],0xffffffffa8630cf0
__x64_sys_mprotect,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__x64_sys_mprotect,[Unknown],0xffffffffa7e55470
account_entity_enqueue,0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,vmlinux,account_entity_enqueue,[Unknown],0xffffffffa7cd2430
add_mm_counter_fast,0.174325,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,add_mm_counter_fast,[Unknown],0xffffffffa7e43670
alloc_pages_current,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,alloc_pages_current,[Unknown],0xffffffffa7e742e0
alloc_perturb,0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,3920117600,0,0,0,0,0,0.0,libc-2.29.so,alloc_perturb,malloc.c,0x970f1
available_idle_cpu,0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,available_idle_cpu,[Unknown],0xffffffffa7ccac90
blk_account_io_start,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_account_io_start,[Unknown],0xffffffffa80abe20
blk_mq_get_request,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_get_request,[Unknown],0xffffffffa80b4f10
cpu_load_update,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,700021000,0,0,0,0,7.000000,vmlinux,cpu_load_update,[Unknown],0xffffffffa7ccefc0
cpu_load_update_active,0.174325,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,cpu_load_update_active,[Unknown],0xffffffffa7cd8bd0
d_path,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,d_path,[Unknown],0xffffffffa7ef0160
deactivate_task,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,deactivate_task,[Unknown],0xffffffffa7cc7f00
do_page_fault,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,do_page_fault,[Unknown],0xffffffffa7c7c640
down_write_killable,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,down_write_killable,[Unknown],0xffffffffa864d910
free_unref_page_prepare.part.74,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,free_unref_page_prepare.part.74,[Unknown],0xffffffffa7e0c930
func@0x95d60,0.174325,-0.0,0.0,0.0,0.0,100.0,0.0,2520075600,0,0,0,0,0,0.0,libstdc++.so.6.0.26,func@0x95d60,[Unknown],0x95d60
get_vma_policy.part.39,0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,get_vma_policy.part.39,[Unknown],0xffffffffa7e74220
heap_trim,0.174325,100.0,100.0,0.0,0.0,100.0,0.0,140004200,0,0,0,0,0,0.0,libc-2.29.so,heap_trim,arena.c,0x95748
kmem_cache_alloc,0.174325,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,kmem_cache_alloc,[Unknown],0xffffffffa7e82310
load_balance,0.174325,0.0,0.0,0.0,0.0,100.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,load_balance,[Unknown],0xffffffffa7cd9bc0
mem_cgroup_commit_charge,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,mem_cgroup_commit_charge,[Unknown],0xffffffffa7ea2b30
mprotect_fixup,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,mprotect_fixup,[Unknown],0xffffffffa7e54e30
page_add_new_anon_rmap,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,280008400,420012600,0,0,0,0,0.0,vmlinux,page_add_new_anon_rmap,[Unknown],0xffffffffa7e59ae0
page_mapping,0.174325,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,vmlinux,page_mapping,[Unknown],0xffffffffa7e2cde0
pgtable_trans_huge_deposit,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,pgtable_trans_huge_deposit,[Unknown],0xffffffffa7e58af0
pmd_devmap_trans_unstable,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,16.000000,vmlinux,pmd_devmap_trans_unstable,[Unknown],0xffffffffa7e43850
pmd_page_vaddr,0.174325,100.0,0.0,0.0,0.0,0.0,100.0,0,0,0,0,0,0,0.0,vmlinux,pmd_page_vaddr,[Unknown],0xffffffffa7e43580
pmd_pfn,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,pmd_pfn,[Unknown],0xffffffffa7e434e0
scsi_queue_rq,0.174325,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,scsi_queue_rq,[Unknown],0xffffffffa8329210
should_fail_bio,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,should_fail_bio,[Unknown],0xffffffffa80a7810
"std::for_each<ripples::WeightedDestination<unsigned int, float>*, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}>",0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1} std::for_each<ripples::WeightedDestination<unsigned int, float>*, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1}>(ripples::WeightedDestination<unsigned int, float>*, ripples::WeightedDestination<unsigned int, float>*, ripples::Graph<unsigned int, ripples::WeightedDestination<unsigned int, float>, ripples::ForwardDirection<unsigned int>>::get_transpose(void) const::{lambda(ripples::WeightedDestination<unsigned int, float> const&)#1})",stl_algo.h,0x41e75
"std::pair<unsigned int, unsigned long>::operator=",0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"std::pair<unsigned int, unsigned long>::operator=(std::pair<unsigned int, unsigned long>&&)",stl_pair.h,0xe7a0
"std::vector<unsigned int, std::allocator<unsigned int>>::_M_realloc_insert<unsigned int const&>",0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"void std::vector<unsigned int, std::allocator<unsigned int>>::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int>>>, unsigned int const&&&)",vector.tcc,0x30240
swap_page_trans_huge_swapped,0.174325,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,swap_page_trans_huge_swapped,[Unknown],0xffffffffa7e64b70
swap_readpage,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,swap_readpage,[Unknown],0xffffffffa7e62460
swapin_readahead,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,swapin_readahead,[Unknown],0xffffffffa7e63760
sysmalloc,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,sysmalloc,malloc.c,0x95d90
tick_sched_handle,0.174325,-0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,tick_sched_handle,[Unknown],0xffffffffa7d34600
update_blocked_averages,0.174325,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,update_blocked_averages,[Unknown],0xffffffffa7cd25a0
update_group_capacity,0.174325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,update_group_capacity,[Unknown],0xffffffffa7cd8d00
update_vsyscall,0.174325,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,update_vsyscall,[Unknown],0xffffffffa7c04ba0
__GI___sbrk,0.087163,100.0,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,__GI___sbrk,sbrk.c,0x113350
__accumulate_pelt_segments,0.087163,0.0,0.0,100.0,0.0,0.0,0.0,280008400,0,0,0,0,0,0.0,vmlinux,__accumulate_pelt_segments,[Unknown],0xffffffffa7ce77d0
__cgroup_account_cputime,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,vmlinux,__cgroup_account_cputime,[Unknown],0xffffffffa7d51b20
__dec_node_state,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__dec_node_state,[Unknown],0xffffffffa7e2fb00
__delayacct_add_tsk,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__delayacct_add_tsk,[Unknown],0xffffffffa7d7de50
__get_user_8,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__get_user_8,[Unknown],0xffffffffa863ce70
"__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned long>*, std::vector<std::pair<unsigned int, unsigned long>, std::allocator<std::pair<unsigned int, unsigned long>>>>::operator+",0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,imm,"__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned long>*, std::vector<std::pair<unsigned int, unsigned long>, std::allocator<std::pair<unsigned int, unsigned long>>>>::operator+(long) const",stl_iterator.h,0xe7c5
"__gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>",0.087163,,0.0,0.0,0.0,0.0,0.0,0,280008400,0,0,0,0,0.0,imm,"void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int const&>(unsigned int*, unsigned int const&&&)",new_allocator.h,0x45127
__mprotect,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libc-2.29.so,__mprotect,syscall-template.S,0x117590
__next_node_in,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__next_node_in,[Unknown],0xffffffffa862ebc0
__note_gp_changes,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__note_gp_changes,[Unknown],0xffffffffa7d13380
__page_mapcount,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__page_mapcount,[Unknown],0xffffffffa7e2d1f0
__percpu_up_read,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__percpu_up_read,[Unknown],0xffffffffa7cf0b80
__pmd_trans_huge_lock,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__pmd_trans_huge_lock,[Unknown],0xffffffffa7e91ea0
__queue_work,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__queue_work,[Unknown],0xffffffffa7cb5090
__read_swap_cache_async,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__read_swap_cache_async,[Unknown],0xffffffffa7e630b0
__rwsem_mark_wake,0.087163,0.0,0.0,,,,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__rwsem_mark_wake,[Unknown],0xffffffffa7cf2570
__sbitmap_get_word,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7.000000,vmlinux,__sbitmap_get_word,[Unknown],0xffffffffa811a100
__slab_free,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__slab_free,[Unknown],0xffffffffa7e83980
__split_vma,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__split_vma,[Unknown],0xffffffffa7e506e0
__swap_entry_free.constprop.44,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__swap_entry_free.constprop.44,[Unknown],0xffffffffa7e65060
__switch_to_asm,0.087163,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__switch_to_asm,[Unknown],0xffffffffa8800170
__vma_adjust,0.087163,-0.0,0.0,100.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,__vma_adjust,[Unknown],0xffffffffa7e4f2d0
__x64_sys_brk,0.087163,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__x64_sys_brk,[Unknown],0xffffffffa7e51f70
__x64_sys_set_robust_list,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,__x64_sys_set_robust_list,[Unknown],0xffffffffa7d35660
_swap_info_get,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,_swap_info_get,[Unknown],0xffffffffa7e63e70
_vm_normal_page,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,_vm_normal_page,[Unknown],0xffffffffa7e452b0
account_system_time,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,account_system_time,[Unknown],0xffffffffa7ccd170
activate_task,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,activate_task,[Unknown],0xffffffffa7cc7de0
ahci_handle_port_intr,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,libahci,ahci_handle_port_intr,[Unknown],0x1a40
ahci_qc_prep,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,libahci,ahci_qc_prep,[Unknown],0x21f0
alloc_perturb,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,libc-2.29.so,alloc_perturb,malloc.c,0x975ca
alloc_pid,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,alloc_pid,[Unknown],0xffffffffa7cba100
arch_get_unmapped_area_topdown,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,arch_get_unmapped_area_topdown,[Unknown],0xffffffffa7c35b00
ata_scsi_find_dev,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,ata_scsi_find_dev,[Unknown],0xffffffffa834d8b0
blk_add_rq_to_plug,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_add_rq_to_plug,[Unknown],0xffffffffa80b4b70
blk_mq_dispatch_rq_list,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_dispatch_rq_list,[Unknown],0xffffffffa80b6920
blk_mq_flush_plug_list,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_flush_plug_list,[Unknown],0xffffffffa80b7a30
blk_mq_make_request,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_mq_make_request,[Unknown],0xffffffffa80b7240
blk_queue_split,0.087163,,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,blk_queue_split,[Unknown],0xffffffffa80b06e0
blk_rq_map_sg,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,blk_rq_map_sg,[Unknown],0xffffffffa80b0d70
call_rwsem_down_read_failed,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,call_rwsem_down_read_failed,[Unknown],0xffffffffa863ee30
cap_mmap_file,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,cap_mmap_file,[Unknown],0xffffffffa801ae80
clockevents_program_event,0.087163,-0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,clockevents_program_event,[Unknown],0xffffffffa7d31fc0
copy_semundo,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,copy_semundo,[Unknown],0xffffffffa8006420
copy_user_enhanced_fast_string,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,copy_user_enhanced_fast_string,[Unknown],0xffffffffa863c560
dd_bio_merge,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,dd_bio_merge,[Unknown],0xffffffffa80d54c0
default_send_IPI_single_phys,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,default_send_IPI_single_phys,[Unknown],0xffffffffa7c63fe0
dequeue_task_fair,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,140004200,0,0,0,0,0.0,vmlinux,dequeue_task_fair,[Unknown],0xffffffffa7cd4f20
dma_direct_map_sg,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,dma_direct_map_sg,[Unknown],0xffffffffa7d1a360
do_page_add_anon_rmap,0.087163,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,do_page_add_anon_rmap,[Unknown],0xffffffffa7e599e0
do_syscall_64,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,140004200,0,0,0,0,0,0.0,vmlinux,do_syscall_64,[Unknown],0xffffffffa7c04210
elv_attempt_insert_merge,0.087163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,vmlinux,elv_attempt_insert_merge,[Unknown],0xffffffffa80a7010
elv_rb_find,0.087163,0.0,0.0,,,,0.0,0,0,0,0,0,0,0.0,vmlinux,elv_rb_find,[Unknown],0xffffffffa80a66b0
